selector,occurrences,file_count,files
.phone-edit-horizontal-form .phone-finance-block--edit .phone-finance-block__field--status,3,3,styles/legacy-monolith.css | styles/components/unified-fields.css | styles/runtime-overrides/10a-installments-phone-edit-overrides.css
.phone-edit-horizontal-form .phone-operations-block--edit .phone-operations-block__field--notes,3,3,styles/legacy-monolith.css | styles/components/unified-fields.css | styles/runtime-overrides/10a-installments-phone-edit-overrides.css
.people-detail-eye-btn__icon,3,3,styles/components/unified-buttons.css | styles/runtime-overrides/01a6-detail-kpi-filter-icon-system.css | styles/runtime-overrides/01a7-shared-primitives-button-system.css
.people-action-btn i,3,3,styles/components/unified-buttons.css | styles/runtime-overrides/01a7-shared-primitives-button-system.css | styles/runtime-overrides/04b-people-list-unification.css
.partners-action-btn i,3,3,styles/components/unified-buttons.css | styles/runtime-overrides/01a7-shared-primitives-button-system.css | styles/runtime-overrides/04b-people-list-unification.css
.inventory-table-action-btn:hover,3,3,styles/components/unified-buttons.css | styles/runtime-overrides/01a7-shared-primitives-button-system.css | styles/runtime-overrides/06a-enterprise-actions-fields-validation.css
.people-top-nav__item.is-active,3,3,styles/runtime-overrides/01a2-people-page-hero-lists.css | styles/runtime-overrides/02e-people-commercial-redesign.css | styles/runtime-overrides/04b-people-list-unification.css
.settings-sidebar button.settings-tab-item,3,3,styles/runtime-overrides/01a3-settings-adaptive-sidebar-cleanup.css | styles/runtime-overrides/01b-people-foundation-after-fields.css | styles/runtime-overrides/09a-telegram-settings-foundation.css
.partners-filter-chip i,3,3,styles/runtime-overrides/01a4-people-detail-repair-header-filters.css | styles/runtime-overrides/01a6-detail-kpi-filter-icon-system.css | styles/runtime-overrides/02e-people-commercial-redesign.css
".settings-sidebar .settings-tab-item[data-active=""true""]",3,3,styles/runtime-overrides/01b-people-foundation-after-fields.css | styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/09a-telegram-settings-foundation.css
".settings-sidebar button.settings-tab-item[data-active=""true""]",3,3,styles/runtime-overrides/01b-people-foundation-after-fields.css | styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/09a-telegram-settings-foundation.css
".settings-sidebar .settings-tab-item[data-active=""true""] .settings-tab-icon",3,3,styles/runtime-overrides/01b-people-foundation-after-fields.css | styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/09a-telegram-settings-foundation.css
".app-sidebar .ux-sidebar-list .sidebar-nav-row[data-sidebar-active=""true""] > span:last-child",3,3,styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/09a-telegram-settings-foundation.css | styles/runtime-overrides/10f-sidebar-final-polish.css
.app-sidebar,3,3,styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/10f-sidebar-final-polish.css | styles/runtime-overrides/10g-layout-shell-final-qa.css
.app-sidebar .sidebar-support-shell,3,3,styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/10f-sidebar-final-polish.css | styles/runtime-overrides/10g-layout-shell-final-qa.css
.dark #telegram-settings-form .telegram-monitor-v2-action__icon,3,3,styles/runtime-overrides/09b-telegram-control-center-monitoring.css | styles/runtime-overrides/09d7-telegram-monitor-card-standard.css | styles/runtime-overrides/09d9-telegram-monitor-anchoring-hotfixes.css
#telegram-settings-form .telegram-studio-mini-card__top,3,3,styles/runtime-overrides/09d4-telegram-studio-cleanup-mini-cards.css | styles/runtime-overrides/09d5-telegram-lower-stat-cards.css | styles/runtime-overrides/09d6-telegram-lower-mini-cards-search.css
#telegram-settings-form .telegram-studio-mini-card__icon,3,3,styles/runtime-overrides/09d4-telegram-studio-cleanup-mini-cards.css | styles/runtime-overrides/09d5-telegram-lower-stat-cards.css | styles/runtime-overrides/09d6-telegram-lower-mini-cards-search.css
#telegram-settings-form .telegram-studio-mini-card__meta,3,3,styles/runtime-overrides/09d4-telegram-studio-cleanup-mini-cards.css | styles/runtime-overrides/09d5-telegram-lower-stat-cards.css | styles/runtime-overrides/09d6-telegram-lower-mini-cards-search.css
#telegram-settings-form .telegram-studio-mini-card__value,3,3,styles/runtime-overrides/09d4-telegram-studio-cleanup-mini-cards.css | styles/runtime-overrides/09d5-telegram-lower-stat-cards.css | styles/runtime-overrides/09d6-telegram-lower-mini-cards-search.css
#telegram-settings-form .telegram-studio-mini-card__desc,3,3,styles/runtime-overrides/09d4-telegram-studio-cleanup-mini-cards.css | styles/runtime-overrides/09d5-telegram-lower-stat-cards.css | styles/runtime-overrides/09d6-telegram-lower-mini-cards-search.css
#root,3,2,index.css | styles/legacy-monolith.css
table:not(.unstyled-table) tbody td,3,2,styles/components/tables.css | styles/components/toolbars.css
.premium-kpi-strip,3,2,styles/components/cards.css | styles/components/badges.css
.premium-kpi-value,3,2,styles/components/cards.css | styles/components/badges.css
.inventory-premium-input,3,2,styles/components/cards.css | styles/components/unified-fields.css
.repairs-saved-views .ux-input,3,2,styles/components/cards.css | styles/legacy-monolith.css
.ux-toolbar-actions > *,3,2,styles/components/toolbars.css | styles/legacy-monolith.css
.ux-filter-chip-bar,3,2,styles/components/toolbars.css | styles/legacy-monolith.css
.ux-filter-chip__icon,3,2,styles/components/toolbars.css | styles/legacy-monolith.css
.ux-filter-chip__count,3,2,styles/components/toolbars.css | styles/legacy-monolith.css
.ux-table-shell table thead th,3,2,styles/components/toolbars.css | styles/legacy-monolith.css
.report-table,3,2,styles/pages/reports.css | styles/legacy-monolith.css
.ux-report-shell-head,3,2,styles/pages/reports.css | styles/legacy-monolith.css
.ux-report-shell-head__icon,3,2,styles/pages/reports.css | styles/legacy-monolith.css
.ux-report-tools,3,2,styles/pages/reports.css | styles/legacy-monolith.css
.ux-report-tools__row,3,2,styles/pages/reports.css | styles/legacy-monolith.css
.ux-toolbar-search__icon,3,2,styles/pages/reports.css | styles/legacy-monolith.css
.ux-toolbar-search__input,3,2,styles/pages/reports.css | styles/legacy-monolith.css
.reports-premium-feel,3,2,styles/pages/reports.css | styles/runtime-overrides/01b-people-foundation-after-fields.css
.reports-executive-header,3,2,styles/pages/reports.css | styles/runtime-overrides/03b-reports-mobile-settings-smoke.css
.tg-panel__actions,3,2,styles/pages/telegram.css | styles/components/modals.css
#tg-anchor-queue,3,2,styles/pages/telegram.css | styles/runtime-overrides/02b-settings-telegram-compact.css
#telegram-settings-form .telegram-monitor-actions,3,2,styles/pages/telegram.css | styles/runtime-overrides/09b-telegram-control-center-monitoring.css
#telegram-settings-form .telegram-monitor-v2-actions,3,2,styles/pages/telegram.css | styles/runtime-overrides/09b-telegram-control-center-monitoring.css
#telegram-settings-form .tg-apple-check-row__icon i,3,2,styles/pages/telegram.css | styles/runtime-overrides/09b-telegram-control-center-monitoring.css
#telegram-settings-form .tg-apple-setup-card__head,3,2,styles/pages/telegram.css | styles/runtime-overrides/09d9-telegram-monitor-anchoring-hotfixes.css
#telegram-settings-form .tg-apple-setup-card__body,3,2,styles/pages/telegram.css | styles/runtime-overrides/09d9-telegram-monitor-anchoring-hotfixes.css
#telegram-settings-form .telegram-monitor-head,3,2,styles/pages/telegram.css | styles/runtime-overrides/09b-telegram-control-center-monitoring.css
.partners-page-shell,3,2,styles/pages/partners.css | styles/runtime-overrides/04b-people-list-unification.css
.partners-hero__title-row,3,2,styles/pages/partners.css | styles/runtime-overrides/02e-people-commercial-redesign.css
.partners-hero__badge,3,2,styles/pages/partners.css | styles/runtime-overrides/01a2-people-page-hero-lists.css
.dark .partners-stat-card,3,2,styles/pages/partners.css | styles/runtime-overrides/02e-people-commercial-redesign.css
.modal-shell-premium,3,2,styles/legacy-monolith.css | styles/components/modals.css
.modal-premium-kicker,3,2,styles/legacy-monolith.css | styles/components/modals.css
.modal-premium-title,3,2,styles/legacy-monolith.css | styles/components/modals.css
.modal-control-premium,3,2,styles/legacy-monolith.css | styles/components/unified-fields.css
.ux-icon-btn .ux-btn__content,3,2,styles/legacy-monolith.css | styles/runtime-overrides/01b-people-foundation-after-fields.css
.app-inline-alert__row,3,2,styles/legacy-monolith.css | styles/components/toasts.css
.app-inline-alert__icon,3,2,styles/legacy-monolith.css | styles/components/toasts.css
.ux-panel-card__actions,3,2,styles/legacy-monolith.css | styles/components/modals.css
.customers-hero-eyebrow,3,2,styles/legacy-monolith.css | styles/runtime-overrides/01a2-people-page-hero-lists.css
.customers-mobile-card,3,2,styles/legacy-monolith.css | styles/runtime-overrides/04b-people-list-unification.css
.form-error-summary__item,3,2,styles/legacy-monolith.css | styles/runtime-overrides/06a-enterprise-actions-fields-validation.css
.premium-empty-state-card__icon,3,2,styles/legacy-monolith.css | styles/components/empty-states.css
.premium-form-shell,3,2,styles/legacy-monolith.css | styles/components/forms.css
.premium-empty-state-card__title,3,2,styles/legacy-monolith.css | styles/components/empty-states.css
.premium-empty-state-card__description,3,2,styles/legacy-monolith.css | styles/components/empty-states.css
.ux-field-attention,3,2,styles/legacy-monolith.css | styles/runtime-overrides/06a-enterprise-actions-fields-validation.css
"input[type=""number""]",3,2,styles/legacy-monolith.css | styles/global.css
.people-row-actions,3,2,styles/components/unified-buttons.css | styles/runtime-overrides/01a7-shared-primitives-button-system.css
.people-action-btn-spacious,3,2,styles/runtime-overrides/01a1-people-table-action-baseline.css | styles/runtime-overrides/01a5-partner-command-detail-refinement.css
.settings-sidebar .settings-tab-item > div,3,2,styles/runtime-overrides/01a3-settings-adaptive-sidebar-cleanup.css | styles/runtime-overrides/01b-people-foundation-after-fields.css
.settings-sidebar .settings-tab-item:hover .settings-tab-icon,3,2,styles/runtime-overrides/01a3-settings-adaptive-sidebar-cleanup.css | styles/runtime-overrides/09a-telegram-settings-foundation.css
.customer-detail-actions .people-action-btn,3,2,styles/runtime-overrides/01a4-people-detail-repair-header-filters.css | styles/runtime-overrides/01a6-detail-kpi-filter-icon-system.css
.people-unified-hero__actions,3,2,styles/runtime-overrides/01a4-people-detail-repair-header-filters.css | styles/runtime-overrides/04b-people-list-unification.css
.people-top-nav--large,3,2,styles/runtime-overrides/01a4-people-detail-repair-header-filters.css | styles/runtime-overrides/02e-people-commercial-redesign.css
.partners-filter-chip .ux-btn__icon,3,2,styles/runtime-overrides/01a6-detail-kpi-filter-icon-system.css | styles/runtime-overrides/01a7-shared-primitives-button-system.css
.dark,3,2,styles/components/unified-fields.css | styles/runtime-overrides/03a-global-commercial-qa.css
.phone-addable-autocomplete input,3,2,styles/components/unified-fields.css | styles/runtime-overrides/01b-people-foundation-after-fields.css
.phone-list-apple-head__search-input,3,2,styles/components/unified-fields.css | styles/runtime-overrides/05-mobile-phones.css
.settings-shell button,3,2,styles/runtime-overrides/01b-people-foundation-after-fields.css | styles/runtime-overrides/09a-telegram-settings-foundation.css
.dark .phone-addable-autocomplete__menu,3,2,styles/runtime-overrides/01b-people-foundation-after-fields.css | styles/runtime-overrides/03b-reports-mobile-settings-smoke.css
.report-page table thead th,3,2,styles/runtime-overrides/03b-reports-mobile-settings-smoke.css | styles/runtime-overrides/07f-cross-module-density-pass.css
".app-sidebar .ux-sidebar-list .sidebar-nav-row[data-sidebar-active=""true""]",3,2,styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/10f-sidebar-final-polish.css
"html.dark .settings-sidebar .settings-tab-item[data-active=""true""] .settings-tab-icon",3,2,styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/09a-telegram-settings-foundation.css
.app-sidebar .sidebar-support-card,3,2,styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/10f-sidebar-final-polish.css
.app-sidebar .sidebar-support-link,3,2,styles/runtime-overrides/03e-sidebar-settings-dashboard-root-fixes.css | styles/runtime-overrides/10f-sidebar-final-polish.css
.people-finance-modal__balance,3,2,styles/runtime-overrides/04e-people-finance-transaction-modals.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.people-ledger-type-grid,3,2,styles/runtime-overrides/04e-people-finance-transaction-modals.css | styles/runtime-overrides/08e-finance-modal-polish.css
.people-ledger-type-card,3,2,styles/runtime-overrides/04e-people-finance-transaction-modals.css | styles/runtime-overrides/08e-finance-modal-polish.css
.people-ledger-type-card__icon,3,2,styles/runtime-overrides/04e-people-finance-transaction-modals.css | styles/runtime-overrides/08e-finance-modal-polish.css
.people-ledger-type-card__check,3,2,styles/runtime-overrides/04e-people-finance-transaction-modals.css | styles/runtime-overrides/08e-finance-modal-polish.css
.phone-inventory-table-v2 th,3,2,styles/runtime-overrides/05-mobile-phones.css | styles/runtime-overrides/06a-enterprise-actions-fields-validation.css
.phone-inventory-table-v2 td,3,2,styles/runtime-overrides/05-mobile-phones.css | styles/runtime-overrides/06a-enterprise-actions-fields-validation.css
.phone-inventory-table-v2 .phone-table-finance-stack,3,2,styles/runtime-overrides/05-mobile-phones.css | styles/runtime-overrides/06a-enterprise-actions-fields-validation.css
.phone-inventory-table-v2 .phone-table-actions-menu,3,2,styles/runtime-overrides/05-mobile-phones.css | styles/runtime-overrides/06a-enterprise-actions-fields-validation.css
.phone-table-action-btn i,3,2,styles/runtime-overrides/06e-accessibility-rtl-targeted-fixes.css | styles/runtime-overrides/07a-products-modal-precision-cleanup.css
.phone-card-spec-pill__value,3,2,styles/runtime-overrides/07a-products-modal-precision-cleanup.css | styles/runtime-overrides/07b-products-modal-responsive-polish.css
.phone-table-spec-pill__value,3,2,styles/runtime-overrides/07a-products-modal-precision-cleanup.css | styles/runtime-overrides/07b-products-modal-responsive-polish.css
.phone-inventory-table-v2 col:nth-child(2),3,2,styles/runtime-overrides/07a-products-modal-precision-cleanup.css | styles/runtime-overrides/07b-products-modal-responsive-polish.css
.phone-inventory-table-v2 col:nth-child(3),3,2,styles/runtime-overrides/07a-products-modal-precision-cleanup.css | styles/runtime-overrides/07b-products-modal-responsive-polish.css
.phone-inventory-table-v2 col:nth-child(4),3,2,styles/runtime-overrides/07a-products-modal-precision-cleanup.css | styles/runtime-overrides/07b-products-modal-responsive-polish.css
.premium-modal-shell .app-field-feedback,3,2,styles/runtime-overrides/07a-products-modal-precision-cleanup.css | styles/runtime-overrides/07b-products-modal-responsive-polish.css
.premium-modal-shell .premium-helper-inline,3,2,styles/runtime-overrides/07a-products-modal-precision-cleanup.css | styles/runtime-overrides/07b-products-modal-responsive-polish.css
.product-management-row-actions,3,2,styles/runtime-overrides/07d-product-category-supplier-management.css | styles/runtime-overrides/08a-unified-table-actions.css
.partners-table-shell table,3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell th:nth-child(1),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell td:nth-child(1),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell th:nth-child(2),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell td:nth-child(2),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell th:nth-child(3),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell td:nth-child(3),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell th:nth-child(4),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell td:nth-child(4),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell th:nth-child(5),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
.partners-table-shell td:nth-child(5),3,2,styles/runtime-overrides/07f-cross-module-density-pass.css | styles/runtime-overrides/08d-people-table-detail-contracts.css
#telegram-settings-form .telegram-monitor-v2-checkcard__top,3,2,styles/runtime-overrides/09b-telegram-control-center-monitoring.css | styles/runtime-overrides/09c-telegram-template-center-cards.css
#telegram-settings-form .telegram-monitor-v2-checkcard__icon,3,2,styles/runtime-overrides/09b-telegram-control-center-monitoring.css | styles/runtime-overrides/09c-telegram-template-center-cards.css
#telegram-settings-form .telegram-studio-unified-panel,3,2,styles/runtime-overrides/09c-telegram-template-center-cards.css | styles/runtime-overrides/09d1-telegram-studio-filter-controls.css
#telegram-settings-form .telegram-studio-unified-hero,3,2,styles/runtime-overrides/09c-telegram-template-center-cards.css | styles/runtime-overrides/09d1-telegram-studio-filter-controls.css
#telegram-settings-form .telegram-studio-toolbar,3,2,styles/runtime-overrides/09c-telegram-template-center-cards.css | styles/runtime-overrides/09d1-telegram-studio-filter-controls.css
#telegram-settings-form .telegram-studio-filter-row .ux-input,3,2,styles/runtime-overrides/09d2-telegram-studio-search-empty-states.css | styles/runtime-overrides/09d4-telegram-studio-cleanup-mini-cards.css
.header-premium-shell,3,2,styles/runtime-overrides/10e-header-final-polish.css | styles/runtime-overrides/10g-layout-shell-final-qa.css
.responsive-filter-bar__search,3,1,styles/components/filters.css
.report-header-controls,3,1,styles/components/filters.css
.report-filter-inline-actions > *,3,1,styles/components/filters.css
.report-data-table,3,1,styles/pages/reports.css
#telegram-settings-form .telegram-chatid-picker,3,1,styles/pages/telegram.css
.partners-shell,3,1,styles/pages/partners.css
.partners-stats-grid,3,1,styles/pages/partners.css
.page-shell-kicker,3,1,styles/legacy-monolith.css
.page-shell-actions,3,1,styles/legacy-monolith.css
.app-toast-loading::before,3,1,styles/legacy-monolith.css
.ux-quick-link,3,1,styles/legacy-monolith.css
.ux-quick-link__icon,3,1,styles/legacy-monolith.css
.telegram-link-modal__qr-panel,3,1,styles/legacy-monolith.css
.telegram-link-modal__action-grid,3,1,styles/legacy-monolith.css
button.rounded-lg.border:not(.ux-btn),3,1,styles/legacy-monolith.css
button.rounded-xl.border:not(.ux-btn),3,1,styles/legacy-monolith.css
button.rounded-2xl.border:not(.ux-btn),3,1,styles/legacy-monolith.css
.dark .ux-btn-success,3,1,styles/legacy-monolith.css
.premium-chart-card,3,1,styles/legacy-monolith.css
.ux-btn--native.ux-btn-secondary,3,1,styles/legacy-monolith.css
.ux-btn--native.ux-btn-ghost,3,1,styles/legacy-monolith.css
.dark .ux-btn-warning,3,1,styles/legacy-monolith.css
.sales-toolbar-btn,3,1,styles/legacy-monolith.css
